0,0.942749841593717,0,0,0,1402.49672035241,-0
0.001,0.943452688816903,1.40659812347023,0.0313333083910783,-0.0034293391409867,1407.89650451935,-494.795773435643
0.002,0.945561972286151,2.80995061555202,0.0621724717912157,-0.00677900661144041,1395.76097664054,-981.788321947499
0.003,0.949065425508987,4.19175463356147,0.0920311381711759,-0.00999926418896,1364.52581355503,-1453.2974821304
0.004,0.953931674422513,5.53208230517939,0.120438418525424,-0.0130443624927417,1312.53422338858,-1901.88727286202
0.005,0.960108597212603,6.80938358260127,0.14694631307311,-0.0158729060471221,1238.23546405806,-2320.48316516836
0.006,0.967521793276198,8.0007077484715,0.171136776482146,-0.018447876930185,1140.41989421673,-2702.48365177029
0.007,0.97607339420139,9.08216779618702,0.192628310693915,-0.0207363849686437,1018.46493242472,-3041.86435679852
0.008,0.985641460220659,10.0296438360103,0.211081981375507,-0.0227092623731116,872.5620006211,-3333.27304379899
0.009,0.996080186568906,10.8196912464178,0.226206763116508,-0.0243406503465402,703.894267287712,-3572.11402369738
0.01,1.00722109525455,11.4305908595486,0.237764129073788,-0.025607726044614,514.739201335379,-3754.62063156454
0.011,1.01887531337613,11.8434562855315,0.245571812682166,-0.0264906883244033,308.478230307665,-3877.91462917023
0.012,1.03083694703092,12.0433012326268,0.249506682107067,-0.026973065069705,89.5070035284622,-3940.05159652018
0.013,1.04288746165084,12.0199693302175,0.249506682107064,-0.0270423353023805,-136.947854663939,-3940.05159652014
0.014,1.05480088686905,11.7688408007755,0.245571812682161,-0.0266907909094193,-365.088051648076,-3877.91462917016
0.015,1.0663495889468,11.2912525054032,0.237764129073803,-0.0259165101545686,-588.852625927133,-3754.62063156478
0.016,1.07731030432047,10.5945971130901,0.226206763116507,-0.0247242888861285,-802.245295501459,-3572.11402369736
0.017,1.08747010961357,9.69209911508703,0.211081981375498,-0.0231263790766876,-999.648308914132,-3333.27304379884
0.018,1.09663201661265,8.60229571010391,0.192628310693906,-0.0211429150587743,-1176.09465112145,-3041.86435679837
0.019,1.10461992177983,7.34827549324875,0.171136776482237,-0.0188019567101006,-1327.47741144339,-2702.48365177172
0.02,1.11128270196093,5.95674471551192,0.146946313073125,-0.0161391344786891,-1450.68399206944,-2320.48316516858
0.021,1.11649732235564,4.45699854815941,0.120438418525508,-0.0131969323477298,-1543.65215555937,-1901.88727286335
0.022,1.12017090017984,2.87987340252594,0.0920311381711187,-0.0100236829172601,-1605.35338549949,-1453.2974821295
0.023,1.12224173968996,1.25674739646405,0.062172471791323,-0.00667236953783511,-1635.71570053223,-981.788321949193
0.024,1.1226794143425,-0.381358459152779,0.0313333083910728,-0.00319933325875387,-1635.50236393507,-494.795773435556
0.025,1.12148401587083,-2.00454332013039,1.0325074129014e-14,0.00033702935890503,-1606.1647212585,-1.63047035304464e-10
0.026,1.11868471595574,-3.58463691436395,-0.0313333083911212,0.00387751272966256,-1549.68685545787,494.79577343632
0.027,1.11433779454516,-5.0956570020712,-0.0621724717906292,0.00736325303422295,-1468.43728130641,981.788321938237
0.028,1.1085242821675,-6.51412697418097,-0.0920311381710294,0.0107367665185027,-1365.03908396816,1453.29748212809
0.029,1.10134734563736,-7.81927586634195,-0.120438418525321,0.0139428764299544,-1242.2653004524,1901.8872728604
